# Drift and bounce averaged pitch angle diffusion coefficients in s^(-1) in figure 16b for E = 100.0keV, L* = 4.5 and Kp = 5
# Pitch Angle, 2.01 <= fpe/fce < 2.53, 2.53 <= fpe/fce < 3.19, 3.19 <= fpe/fce < 4.03, 4.03 <= fpe/fce < 5.08, 5.08 <= fpe/fce < 6.40, 6.40 <= fpe/fce < 8.08, 8.08 <= fpe/fce < 10.19, 10.19 <= fpe/fce < 12.85, 12.85 <= fpe/fce < 16.20, Average over fpe/fce
80.0560,5.7416e-08,2.6985e-06,5.0493e-05,2.0548e-04,1.6242e-04,2.5569e-04,1.8294e-04,2.1081e-05,5.0583e-06,2.0227e-04
81.0500,6.7608e-08,1.0093e-06,1.9662e-05,1.2380e-04,2.0321e-04,2.6274e-04,1.0563e-04,1.1226e-05,4.7737e-06,1.6334e-04
82.0440,6.2499e-08,1.8993e-07,1.4763e-05,6.8689e-05,1.9792e-04,3.4035e-04,9.7310e-05,7.4226e-06,4.4131e-06,1.6674e-04
83.0390,3.6764e-08,2.1711e-08,1.0935e-05,2.7768e-05,1.4464e-04,4.3937e-04,1.3585e-04,1.3135e-05,3.3151e-06,2.0028e-04
84.0330,1.2202e-08,8.0727e-09,8.0515e-06,1.5919e-05,6.9300e-05,2.8298e-04,2.7568e-04,1.8995e-05,3.4634e-06,2.1895e-04
85.0280,8.0654e-09,8.4765e-09,5.6386e-06,1.1978e-05,3.0161e-05,7.0691e-05,4.2680e-04,3.6723e-05,4.6901e-06,2.1239e-04
86.0220,3.6195e-09,2.6181e-09,3.4802e-06,9.1318e-06,1.5270e-05,9.7848e-06,1.3655e-04,1.0247e-04,1.0351e-05,8.3235e-05
87.0170,1.5285e-09,1.5435e-09,2.1237e-06,5.8019e-06,7.9119e-06,1.2584e-06,3.2387e-06,5.4725e-05,1.7026e-05,1.7454e-05
88.0110,6.7620e-10,6.9353e-10,1.1331e-06,2.7184e-06,3.3444e-06,1.9966e-07,3.4108e-07,3.0291e-06,4.2574e-05,1.9201e-05
89.0060,1.2126e-10,1.4846e-10,4.5187e-07,9.9561e-07,9.7114e-07,7.7575e-08,2.4407e-07,2.1408e-07,2.2451e-07,6.2815e-06
