# Drift and bounce averaged pitch angle diffusion coefficients in s^(-1) in figure 16a for E = 50.0keV, L* = 4.5 and Kp = 5
# Pitch Angle, 2.01 <= fpe/fce < 2.53, 2.53 <= fpe/fce < 3.19, 3.19 <= fpe/fce < 4.03, 4.03 <= fpe/fce < 5.08, 5.08 <= fpe/fce < 6.40, 6.40 <= fpe/fce < 8.08, 8.08 <= fpe/fce < 10.19, 10.19 <= fpe/fce < 12.85, 12.85 <= fpe/fce < 16.20, Average over fpe/fce
63.1500,1.0133e-06,1.1136e-04,1.6105e-04,1.7238e-04,1.9465e-04,4.4015e-04,3.4729e-04,4.5017e-05,2.5912e-05,3.1513e-04
64.1440,6.8176e-07,8.3024e-05,1.5963e-04,1.5833e-04,1.7769e-04,4.6306e-04,3.6246e-04,5.1769e-05,2.4819e-05,3.1961e-04
65.1390,6.0675e-07,5.8568e-05,1.5870e-04,1.3966e-04,1.5959e-04,4.8541e-04,3.7775e-04,5.9721e-05,2.3345e-05,3.2368e-04
66.1330,5.6928e-07,4.1993e-05,1.5829e-04,1.2183e-04,1.4108e-04,5.0527e-04,3.9301e-04,6.9190e-05,2.1814e-05,3.2800e-04
67.1280,5.5192e-07,2.7289e-05,1.5664e-04,1.1641e-04,1.2286e-04,5.1659e-04,4.0827e-04,7.7342e-05,2.0071e-05,3.3095e-04
68.1220,5.2941e-07,2.3150e-05,1.5269e-04,1.1368e-04,1.0587e-04,5.1336e-04,4.2189e-04,7.8207e-05,1.8080e-05,3.2935e-04
69.1170,4.9560e-07,1.8053e-05,1.5001e-04,1.1048e-04,9.1213e-05,4.9597e-04,4.3098e-04,7.6774e-05,1.5854e-05,3.2329e-04
70.1110,4.4968e-07,1.2848e-05,1.4232e-04,1.0668e-04,8.4538e-05,4.7414e-04,4.3364e-04,7.4038e-05,1.3447e-05,3.1603e-04
71.1060,3.9569e-07,8.6420e-06,1.3765e-04,1.0167e-04,7.9594e-05,4.4714e-04,4.2464e-04,6.9581e-05,1.0949e-05,3.0509e-04
72.1000,3.4117e-07,9.5557e-06,1.2301e-04,9.3341e-05,7.4596e-05,4.1417e-04,3.9349e-04,6.2967e-05,8.7976e-06,2.8658e-04
73.0940,2.7396e-07,9.3819e-06,7.0252e-05,9.0897e-05,7.1286e-05,3.7216e-04,3.4480e-04,5.3633e-05,7.7212e-06,2.5993e-04
74.0890,2.0907e-07,8.1089e-06,4.6965e-05,1.2146e-04,7.1303e-05,3.1366e-04,2.8810e-04,4.0758e-05,7.8484e-06,2.4256e-04
75.0830,1.6159e-07,6.0870e-06,5.5532e-05,1.5486e-04,7.6171e-05,2.5551e-04,2.2262e-04,2.5256e-05,8.0828e-06,2.1941e-04
76.0780,1.2606e-07,4.3506e-06,5.4139e-05,1.6368e-04,1.0154e-04,2.1256e-04,1.5016e-04,1.4981e-05,8.2570e-06,1.8158e-04
77.0720,9.6202e-08,2.9530e-06,4.8458e-05,1.2731e-04,1.3976e-04,1.7606e-04,8.0324e-05,1.3838e-05,8.2326e-06,1.3775e-04
78.0670,6.8583e-08,1.8400e-06,4.1128e-05,9.6522e-05,1.6074e-04,1.4767e-04,3.9265e-05,1.1694e-05,7.6777e-06,1.1338e-04
79.0610,4.5950e-08,9.3306e-07,3.3732e-05,7.1823e-05,1.3233e-04,1.5705e-04,3.8221e-05,8.8910e-06,6.8099e-06,9.9953e-05
80.0560,3.4205e-08,3.7910e-07,2.6904e-05,5.0674e-05,1.2217e-04,2.1199e-04,3.9746e-05,6.2217e-06,6.0072e-06,1.0585e-04
81.0500,3.1353e-08,1.7055e-07,2.1122e-05,3.5561e-05,7.9164e-05,2.9240e-04,7.6149e-05,5.2874e-06,5.3679e-06,1.3760e-04
82.0440,2.7524e-08,7.4704e-08,1.4934e-05,2.4794e-05,5.0478e-05,1.6665e-04,1.5032e-04,7.9115e-06,4.1151e-06,1.2877e-04
83.0390,1.3332e-08,1.2672e-08,8.8705e-06,1.8294e-05,3.3188e-05,5.9680e-05,2.9230e-04,1.9094e-05,3.3849e-06,1.5381e-04
84.0330,2.9511e-09,5.5106e-09,5.3280e-06,1.1453e-05,1.9981e-05,1.8711e-05,1.7701e-04,3.7348e-05,4.5179e-06,9.3168e-05
85.0280,7.1592e-09,7.6806e-09,3.7163e-06,6.9675e-06,1.2160e-05,3.0523e-06,4.8910e-05,8.6169e-05,1.0667e-05,3.8312e-05
86.0220,1.9607e-09,3.6198e-09,2.6226e-06,4.8799e-06,7.9386e-06,8.6451e-07,3.0383e-06,3.4368e-05,1.0567e-05,1.1796e-05
87.0170,1.3457e-09,1.7633e-09,1.3509e-06,2.8131e-06,3.1599e-06,1.8352e-07,5.9985e-07,2.5194e-06,2.5722e-05,9.9018e-06
88.0110,6.1089e-10,7.8725e-10,5.9331e-07,1.0046e-06,1.7724e-06,1.4275e-07,4.0019e-07,9.5043e-07,1.7961e-05,1.1650e-05
89.0060,2.4176e-11,3.2221e-12,3.0279e-07,4.3975e-07,2.4251e-07,2.8591e-08,1.8093e-07,1.9336e-07,2.1491e-07,4.1186e-07
